drug_code,generic_name,brand_name,strength,source_pharmacy_name,destination_pharmacy_name,quantity,transaction_type,created_at
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,13,TRANSFER_OUT,2026-06-17T14:34:47.084+00:00
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,13,TRANSFER_IN,2026-06-17T14:34:47.084+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH OR Pharmacy,3,TRANSFER_IN,2026-06-17T17:43:19.188+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH OR Pharmacy,3,TRANSFER_OUT,2026-06-17T17:43:19.188+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH OR Pharmacy,5,TRANSFER_IN,2026-06-17T18:48:58.004+00:00
FO3-A689-11397-02,"Activated charcoal,Simethicone (Simeticone)",BLOAT - EZ,"250 mg/1Tablet,80 mg/1Tablet",FRN Retail Branch - Baniyas,FGH OR Pharmacy,5,TRANSFER_OUT,2026-06-17T18:48:58.004+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,3,TRANSFER_IN,2026-06-17T20:28:04.375+00:00
F72-4907-04344-01,"Caffeine,Codeine Phosphate,Paracetamol (Acetaminophen)",SOLPADEINE,"30 mg,8 mg,500 mg",FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,3,TRANSFER_OUT,2026-06-17T20:28:04.375+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,8,TRANSFER_IN,2026-06-18T11:01:16.549+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,8,TRANSFER_OUT,2026-06-18T11:01:16.549+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,11,TRANSFER_IN,2026-06-19T20:36:06.006+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,11,TRANSFER_OUT,2026-06-19T20:36:06.006+00:00
